Is_New,ID*,key,URL*,rel_url,requirement,conformance,update_verb,actor,certifiers_only,Sub-Requirement(s),conditionality,Conditionality Details,Verifiable?,Verifiability Details,Planning To Test?,Planning To Test Details,Page,Section,context,Verb Guess,Actor Guess,Section #,Grouping,Priority,Test Plan,Questions,Notes,In Test,Column1
,82,CONF-0082,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support-elements,must-support.html#must-support-elements,"For querying and reading US Core Profiles, Must Support on any profile data element **SHALL** be interpreted as follows…:

US Core Requestors **SHALL** be able to process resource instances containing data elements asserting missing information.",SHALL,,Client,,,FALSE,,,,,,must-support,must-support-elements,Must Support: Must Support Elements,SHALL,Client,,,,,,,,
,83,CONF-0083,https://hl7.org/fhir/us/core/STU8/must-support.html#additional-uscdi-requirements,must-support.html#additional-uscdi-requirements,Implementors [US Core Requestors] seeking ONC certification [in the ONC IT Health Certification program] **SHALL** interpret Additional USCDI Requirements as Must Support elements as documented above and below;,SHALL,,Client,TRUE,,TRUE,[US Core Requestors] seeking ONC certification,,,,,must-support,additional-uscdi-requirements,Must Support: Additional USCDI Requirements,SHALL,Client,2.2.0.3,,,,,"Changed in v8.0.0 from ""above"" to ""above and below""",,
,84,CONF-0084,https://hl7.org/fhir/us/core/STU8/must-support.html#additional-uscdi-requirements,must-support.html#additional-uscdi-requirements,Implementors [US Core Responders] seeking ONC certification [in the ONC IT Health Certification program] **SHALL** interpret Additional USCDI Requirements as Must Support elements as documented above and below;,SHALL,,Server,77,,TRUE,[US Core Responders] seeking ONC certification,Yes,,No,This requirement is specific to certification testing and is not relevant to the IG tests,must-support,additional-uscdi-requirements,Must Support: Additional USCDI Requirements,SHALL,Server,2.2.0.3,,,,,"This requirement is re-stated as a part of (g)(10) and is not tested as a part of US Core.

Changed in v8.0.0 from ""above"" to ""above and below""",y,
,85,CONF-0085,https://hl7.org/fhir/us/core/STU8/must-support.html#additional-uscdi-requirements,must-support.html#additional-uscdi-requirements,Implementors [US Core Requestors] [not] seeking ONC certification [in the ONC IT Health Certification program] **SHALL** interpret Additional USCDI Requirements as … optional.,SHALL,,Client,,,TRUE,[US Core Requestors]  [not] seeking ONC certification,,,,,must-support,additional-uscdi-requirements,Must Support: Additional USCDI Requirements,SHALL,Client,,,,,,,,
,86,CONF-0086,https://hl7.org/fhir/us/core/STU8/must-support.html#additional-uscdi-requirements,must-support.html#additional-uscdi-requirements,Implementors [US Core Responders] [not] seeking ONC certification [in the ONC IT Health Certification program] **SHALL** interpret Additional USCDI Requirements as … optional.,SHALL,,Server,,,TRUE,[US Core Responders] [not] seeking ONC certification,,,,,must-support,additional-uscdi-requirements,Must Support: Additional USCDI Requirements,SHALL,Server,,,,,,,n,
,87,CONF-0087,https://hl7.org/fhir/us/core/STU8/must-support.html#defined-pattern-elements,must-support.html#defined-pattern-elements,"If an element is marked as Must Support and defined by a pattern [as described by [ElementDefinition.pattern](http://hl7.org/fhir/R4/elementdefinition-definitions.html#ElementDefinition.pattern_x_)], then the pattern defines the elements and element values that the Server **SHALL** be capable of providing.",SHALL,,Server,,,FALSE,,,,,,must-support,defined-pattern-elements,Must Support: Defined Pattern Elements,SHALL,Server,2.2.0.4.4,,,,,,y,
,88,CONF-0088,https://hl7.org/fhir/us/core/STU8/must-support.html#defined-pattern-elements,must-support.html#defined-pattern-elements,When claiming conformance to … [a profile with a category element defined by a pattern as described by [ElementDefinition.pattern](http://hl7.org/fhir/R4/elementdefinition-definitions.html#ElementDefinition.pattern_x_) requiring fixed values in profile.category.coding.system and profile.category.coding.code for a coding element] US Core Responders Shall provide these values in a profile.category,DEPRECATED,,Server,,,TRUE,When Conforming to ElementDefinition.pattern,,,,,must-support,defined-pattern-elements,Must Support: Defined Pattern Elements,SHALL,Server,,,,,,Marked DEPRECATED because this is an example.,y,
,89,CONF-0089,https://hl7.org/fhir/us/core/STU8/must-support.html#defined-pattern-elements,must-support.html#defined-pattern-elements,When claiming conformance to … [a profile with a category element defined by a pattern as described by [ElementDefinition.pattern](http://hl7.org/fhir/R4/elementdefinition-definitions.html#ElementDefinition.pattern_x_) requiring fixed values in profile.category.coding.system and profile.category.coding.code for a coding element] US Core Requestors Shall be capable of processing these values in profile.category,DEPRECATED,,Client,,,TRUE,When Conforming to ElementDefinition.pattern,,,,,must-support,defined-pattern-elements,Must Support: Defined Pattern Elements,SHALL,Client,,,,,,Marked DEPRECATED because this is an example.,,
,90,CONF-0090,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---primitive-elements,must-support.html#must-support---primitive-elements,"Primitive elements are single elements with a primitive value. If they are marked as Must Support, then the Server **SHALL** be capable of providing the element value to meet the Must Support requirement.",SHALL,,Server,,,FALSE,,,,,,must-support,must-support---primitive-elements,Must Support: Must Support   Primitive Elements,SHALL,Server,2.2.0.4.5,,,,,,y,
,91,CONF-0091,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---primitive-elements,must-support.html#must-support---primitive-elements,[W]hen claiming conformance [to a profile with a must support primitive element] … US Core responders SHALL be capable of providing the value [of the primitive element],SHALL,,Server,,,FALSE,,,,,,must-support,must-support---primitive-elements,Must Support: Must Support   Primitive Elements,SHALL,Server,,,,,,,y,
,92,CONF-0092,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---primitive-elements,must-support.html#must-support---primitive-elements,[W]hen claiming conformance [to a profile with a must support primitive element] … US Core requestors SHALL be capable of processing the value [of the primitive element],SHALL,,Client,,,FALSE,,,,,,must-support,must-support---primitive-elements,Must Support: Must Support   Primitive Elements,SHALL,Client,,,,,,,,
,93,CONF-0093,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---complex-elements,must-support.html#must-support---complex-elements,"For any complex element marked as Must Support, the Server **SHALL** be capable of providing at least one of the sub-element values.",SHALL,,Server,,,FALSE,,,,,,must-support,must-support---complex-elements,Must Support: Must Support   Complex Elements,SHALL,Server,2.2.0.4.6,,,,,,y,
,94,CONF-0094,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---complex-elements,must-support.html#must-support---complex-elements,"If any sub-element is marked as Must Support [for a complex element], it must also meet the Must Support requirements and satisfy the Must Support requirements for the parent element.",SHALL,must to **SHALL**,Server,,,FALSE,,,,,,must-support,must-support---complex-elements,Must Support: Must Support   Complex Elements,,,2.2.0.4.6,,,,,,y,
,95,CONF-0095,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---complex-elements,must-support.html#must-support---complex-elements,"[I]f any sub-element is marked as Must Support or Additional USCDI [for a complex element] and the parent element is not, there is no expectation that you must support the parent.",MAY,,Server,,,FALSE,,,,,,must-support,must-support---complex-elements,Must Support: Must Support   Complex Elements,,,,,,,,"Changed in v8.0.0: Added ""or Additional USCDI""",,
,96,CONF-0096,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---complex-elements,must-support.html#must-support---complex-elements,"[I]f any sub-element is marked as Must Support [for a complex element] and the parent element is not… [and] the parent element is represented in the structure, Servers SHALL support the sub-element(s) marked as Must Support.",SHALL,"""is represented in the structure"" to  ""is present in an instance""",Server,,,FALSE,,,,,,must-support,must-support---complex-elements,Must Support: Must Support   Complex Elements,SHALL,Server,,,,,,"Changed in v8.0.0: ""you must support the sub-element (s)"" -> """,y,
,97,CONF-0097,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---complex-elements,must-support.html#must-support---complex-elements,When claiming conformance [to a must support complex element with no must support sub-elements] … US Core Responders SHALL be capable of providing a value in [the] sub-element,SHALL,,Server,,,FALSE,,,,,,must-support,must-support---complex-elements,Must Support: Must Support   Complex Elements,SHALL,Server,,,,,,,y,
,98,CONF-0098,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---complex-elements,must-support.html#must-support---complex-elements,When claiming conformance [to a must support complex element with no must support sub-elements] … US Core Requestors SHALL be capable of processing a value in [the complex element],SHALL,,Client,,,FALSE,,,,,,must-support,must-support---complex-elements,Must Support: Must Support   Complex Elements,SHALL,Client,,,,,,,,
,99,CONF-0099,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---complex-elements,must-support.html#must-support---complex-elements,When claiming conformance [to a must support complex element with one or more must support sub-elements] … US Core Responders SHALL be capable of providing a value in [each must support sub-element],SHALL,,Server,,,FALSE,,,,,,must-support,must-support---complex-elements,Must Support: Must Support   Complex Elements,SHALL,Server,,,,,,,y,
,100,CONF-0100,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---complex-elements,must-support.html#must-support---complex-elements,When claiming conformance [to a must support complex element with one or more must support sub-elements] … US Core Requestors SHALL be capable of processing a values in [each must support sub-element],SHALL,,Client,,,FALSE,,,,,,must-support,must-support---complex-elements,Must Support: Must Support   Complex Elements,SHALL,Client,,,,,,,,
,101,CONF-0101,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---complex-elements,must-support.html#must-support---complex-elements,"Systems [US Core Responders] can support the other elements [of a complex element, not labeled as a Must Support], but this is not a requirement of US Core",MAY,,Server,,,FALSE,,,,,,must-support,must-support---complex-elements,Must Support: Must Support   Complex Elements,,Server,,,,,,,,
,102,CONF-0102,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---complex-elements,must-support.html#must-support---complex-elements,"Systems [US Core Requestors] can support the other elements [of a complex element, not labeled as a Must Support], but this is not a requirement of US Core",MAY,,Client,,,FALSE,,,,,,must-support,must-support---complex-elements,Must Support: Must Support   Complex Elements,,Client,,,,,,,,
,103,CONF-0103,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---complex-elements,must-support.html#must-support---complex-elements,"The U.S. Core Data for Interoperability (USCDI) may require additional elements, [which is a requirement for certification in the ONC IT Health Certification program, but not a requirement of US Core conformance for US Core Responders]",MAY,"Remove ""The [U.S. Core Data for Interoperability (USCDI)] may require additional elements such as `Patient.suffix` Add somewhere else a note that USCDI may update its requirements retroactively…",Server,,,FALSE,,,,,,must-support,must-support---complex-elements,Must Support: Must Support   Complex Elements,MAY,Server,,,,,,,,
,104,CONF-0104,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---complex-elements,must-support.html#must-support---complex-elements,"The U.S. Core Data for Interoperability (USCDI) may require additional elements, [which is a requirement for certification in the ONC IT Health Certification program, but not a requirement of US Core conformance for US Core Requestors]",MAY,,Client,,,FALSE,,,,,,must-support,must-support---complex-elements,Must Support: Must Support   Complex Elements,MAY,Client,,,,,,,,
,105,CONF-0105,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---resource-references,must-support.html#must-support---resource-references,"In certain profiles, only specific resource references are labeled as Must Support.

...

- US Core Responders **SHALL** be capable of providing [such an element] with a valid reference to [all listed Must Support profile(s).]",SHALL,"""When a Reference type element is labeled as *Must Support*, has multiple target profiles referenced, and specific targets are labeled as *Must Support*,""to "" When a Reference type element is labeled as *Must Support*, has multiple target profiles referenced, and specific targets are labeled as *Must Support*,""",Server,,,FALSE,,,,,,must-support,must-support---resource-references,Must Support: Must Support   Resource References,SHALL,Server,2.2.0.4.7,,,,,,y,
,106,CONF-0106,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---resource-references,must-support.html#must-support---resource-references,"In certain profiles, only specific resource references are labeled as Must Support.

...

- US Core Requestors **SHALL** be capable of processing [such an element] with a valid reference to [all listed Must Support profile(s).]",SHALL,"""When a Reference type element is labeled as *Must Support*, has multiple target profiles referenced, and specific targets are labeled as *Must Support*,""to "" When a Reference type element is labeled as *Must Support*, has multiple target profiles referenced, and specific targets are labeled as *Must Support*,""",Client,,,FALSE,,,,,,must-support,must-support---resource-references,Must Support: Must Support   Resource References,SHALL,Client,2.2.0.4.7,,,,,,,
,107,CONF-0107,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---resource-references,must-support.html#must-support---resource-references,"Systems [US Core Responders] can support other [resource] references [other than those labeled as Must Support], but this is not a requirement of US Core",MAY,,Server,,,,,,,,,must-support,must-support---resource-references,Must Support: Must Support   Resource References,,Server,,,,,,,,
,108,CONF-0108,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---resource-references,must-support.html#must-support---resource-references,"Systems [US Core Requestors] can support other [resource] references [other than those labeled as Must Support], but this is not a requirement of US Core",MAY,,Client,,,,,,,,,must-support,must-support---resource-references,Must Support: Must Support   Resource References,,Client,,,,,,,,
,109,CONF-0109,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---resource-references,must-support.html#must-support---resource-references,"In specific profiles, only a single resource reference is present on an element labeled Must Support.

...

- US Core Responders **SHALL** be capable of providing [such an element] with a valid reference to [the Must Support Profile.]",SHALL,"""In certain profiles, only specific resource references are labeled as Must Support"". To ""When a Reference type element is labeled as *Must Support* and has a single target profile referenced,""",Server,,,FALSE,,,,,,must-support,must-support---resource-references,Must Support: Must Support   Resource References,SHALL,Server,2.2.0.4.7,,,,,,y,
,110,CONF-0110,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---resource-references,must-support.html#must-support---resource-references,"In specific profiles, only a single resource reference is present on an element labeled Must Support.

…

- US Core Requestors **SHALL** be capable of processing [such an element] with a valid reference to [the Must Support Profile.]",SHALL,"""In certain profiles, only specific resource references are labeled as Must Support"". To ""When a Reference type element is labeled as *Must Support* and has a single target profile referenced,""",Client,,,FALSE,,,,,,must-support,must-support---resource-references,Must Support: Must Support   Resource References,SHALL,Client,2.2.0.4.7,,,,,,,
,111,CONF-0111,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---choice-of-data-types,must-support.html#must-support---choice-of-data-types,"[If a profile has] a Must Support element [with] a choice of datatypes for its content [and some of] the datatypes … are labeled as Must Support
… When claiming conformance to [such a] profile:

- US Core Responders **SHALL** be capable of populating [the Must Support  data type choice]",SHALL,,Server,,,FALSE,,,,,,must-support,must-support---choice-of-data-types,Must Support: Must Support   Choice Of Data Types,SHALL,Server,2.2.0.4.8,,,,,"Change in v8.0.0: Added ""Additional USCDI"". Modified intro text from:

Some elements allow different data types (e.g., Observation.effective[x]) for their content. Only specific data type choice elements are labeled Must Support in these situations.

To

[If a profile has] a Must Support element [with] a choice of datatypes for its content, [and some of] the datatypes … are labeled as Must Support[, or a profile has] an Additional USCDI element [with] a choice of datatypes for its content, [and some of] the datatypes … are labeled as Additional USCDI",y,
,112,CONF-0112,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---choice-of-data-types,must-support.html#must-support---choice-of-data-types,"[If a profile has] a Must Support element [with] a choice of datatypes for its content [and some of] the datatypes … are labeled as Must Support
… When claiming conformance to [such a] profile:

- US Core Requestors **SHALL** be capable of processing [the Must Support data type choice]",SHALL,,Client,,,FALSE,,,,,,must-support,must-support---choice-of-data-types,Must Support: Must Support   Choice Of Data Types,SHALL,Client,2.2.0.4.8,,,,,"Change in v8.0.0: Added ""Additional USCDI"". Modified intro text from:

Some elements allow different data types (e.g., Observation.effective[x]) for their content. Only specific data type choice elements are labeled Must Support in these situations.

To

[If a profile has] a Must Support element [with] a choice of datatypes for its content, [and some of] the datatypes … are labeled as Must Support[, or a profile has] an Additional USCDI element [with] a choice of datatypes for its content, [and some of] the datatypes … are labeled as Additional USCDI",,
,113,CONF-0113,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---choice-of-data-types,must-support.html#must-support---choice-of-data-types,"[If a profile has] a Must Support element [with] a choice of datatypes for its content [and some of] the datatypes … are labeled as Must Support[, or a profile has] an Additional USCDI element [with] a choice of datatypes for its content [and some of] the datatypes … are labeled as Additional USCDI

…

[US Core Requestors] **MAY** support ... processing other [data type] choice elements (such as Observation.effectivePeriod), but this is not a requirement of US Core.",MAY,**MAY** to can,Client,,,FALSE,,,,,,must-support,must-support---choice-of-data-types,Must Support: Must Support   Choice Of Data Types,MAY,Client,2.2.0.4.8,,,,,"Change in v8.0.0: Added ""Additional USCDI"". Modified intro text from:

Some elements allow different data types (e.g., Observation.effective[x]) for their content. Only specific data type choice elements are labeled Must Support in these situations.

To

[If a profile has] a Must Support element [with] a choice of datatypes for its content, [and some of] the datatypes … are labeled as Must Support[, or a profile has] an Additional USCDI element [with] a choice of datatypes for its content, [and some of] the datatypes … are labeled as Additional USCDI",,
,114,CONF-0114,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---choice-of-data-types,must-support.html#must-support---choice-of-data-types,"[If a profile has] a Must Support element [with] a choice of datatypes for its content [and some of] the datatypes … are labeled as Must Support[, or a profile has] an Additional USCDI element [with] a choice of datatypes for its content [and some of] the datatypes … are labeled as Additional USCDI

…

[US Core Responders] **MAY** support populating ... other [data type] choice elements (such as Observation.effectivePeriod), but this is not a requirement of US Core.",MAY,**MAY** to can,Server,,,FALSE,,,,,,must-support,must-support---choice-of-data-types,Must Support: Must Support   Choice Of Data Types,MAY,Server,2.2.0.4.8,,,,,"Change in v8.0.0: Added ""Additional USCDI"". Modified intro text from:

Some elements allow different data types (e.g., Observation.effective[x]) for their content. Only specific data type choice elements are labeled Must Support in these situations.

To

[If a profile has] a Must Support element [with] a choice of datatypes for its content, [and some of] the datatypes … are labeled as Must Support[, or a profile has] an Additional USCDI element [with] a choice of datatypes for its content, [and some of] the datatypes … are labeled as Additional USCDI",,
,115,CONF-0115,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---choice-of-profile-elements,must-support.html#must-support---choice-of-profile-elements,"There are several instances in this Guide where there is a choice of supporting one or another profile element to meet the Must Support or Additional USCDI requirement. In such cases, the Server  or Certifying System **SHALL** support at least one element.",SHALL,,Server,,,TRUE,,,,,,must-support,must-support---choice-of-profile-elements,Must Support: Must Support   Choice Of Profile Elements,SHALL,Server,2.2.0.4.9,,,,,"Change in v8.0.0: Added "" or Additional USCDI"". Added ""or Certifying System ""
",y,
,116,CONF-0116,https://hl7.org/fhir/us/core/STU8/must-support.html#must-support---choice-of-profile-elements,must-support.html#must-support---choice-of-profile-elements,"There are several instances in this Guide where there is a choice of supporting one or another profile element to meet the Must Support or Additional USCDI requirement. In such cases, … the Client application **SHALL** support all elements.",SHALL,,Client,,,TRUE,,,,,,must-support,must-support---choice-of-profile-elements,Must Support: Must Support   Choice Of Profile Elements,SHALL,Client,2.2.0.4.9,,,,,"Change in v8.0.0: Added "" or Additional USCDI""
",,
,117,CONF-0117,https://hl7.org/fhir/us/core/STU8/scopes.html#capability-sets,scopes.html#capability-sets,"An individual SMART Server will publish a granular list of its capabilities, and a set of these capabilities is combined to support a specific use, a Capability Set. See SMART App Launch’s [FHIR OAuth authorization Endpoints and Capabilities](http://hl7.org/fhir/smart-app-launch/STU2/conformance.html#smart-on-fhir-oauth-authorization-endpoints-and-capabilities) for more details. Servers MAY support ... [any] SMART on FHIR Capability Sets and capabilities [(see [FHIR OAuth authorization Endpoints and Capabilities](http://hl7.org/fhir/smart-app-launch/STU2/conformance.html#smart-on-fhir-oauth-authorization-endpoints-and-capabilities))]",MAY,**MAY** to may?,Server,,,FALSE,,,,,,scopes,capability-sets,Scopes: Capability Sets,MAY,Server,2.3.1.1,,,,,,,
,118,CONF-0118,https://hl7.org/fhir/us/core/STU8/scopes.html#capabilities-for-implementations-supporting-user-facing-applications,scopes.html#capabilities-for-implementations-supporting-user-facing-applications,"At least one of the following SMART on FHIR Capability Sets SHOULD be supported for US Core Servers that support User-Facing Applications ...
[Patient Access Standalone Apps](http://hl7.org/fhir/smart-app-launch/STU2/conformance.html#patient-access-for-standalone-apps)
[Clinician Access for EHR Launch](http://hl7.org/fhir/smart-app-launch/STU2/conformance.html#clinician-access-for-standalone)",SHOULD,,Server,,,TRUE,Either Patient access or clinician access should be supported when support User facing applications,,,,,scopes,capabilities-for-implementations-supporting-user-facing-applications,Scopes: Capabilities For Implementations Supporting User Facing Applications,SHOULD,Server,2.3.1.2,,,,,,,
,119,CONF-0119,https://hl7.org/fhir/us/core/STU8/scopes.html#capabilities-for-implementations-supporting-user-facing-applications,scopes.html#capabilities-for-implementations-supporting-user-facing-applications,"For certified systems[, those participating in the ONC IT Health Certification program], both SHALL be supported:
[Patient Access Standalone Apps](http://hl7.org/fhir/smart-app-launch/STU2/conformance.html#patient-access-for-standalone-apps)
[Clinician Access for EHR Launch](http://hl7.org/fhir/smart-app-launch/STU2/conformance.html#clinician-access-for-standalone)",SHALL,,Server,,,TRUE,"Both patient access and clinician shall be supported, when participating in ONC certification program",,,,,scopes,capabilities-for-implementations-supporting-user-facing-applications,Scopes: Capabilities For Implementations Supporting User Facing Applications,SHALL,,2.3.2,,,,,,y,
,120,CONF-0120,https://hl7.org/fhir/us/core/STU8/scopes.html#capabilities-for-implementations-supporting-backend-services,scopes.html#capabilities-for-implementations-supporting-backend-services,Implementations [US Core Responders] supporting Backend Services ... SHALL include support for the Client-confidential-asymmetric capability.,SHALL,,Server,,,FALSE,,,,,,scopes,capabilities-for-implementations-supporting-backend-services,Scopes: Capabilities For Implementations Supporting Backend Services,SHALL,Client,2.3.3.1,,,,,,g10 test,
,121,CONF-0121,https://hl7.org/fhir/us/core/STU8/scopes.html#capabilities-for-implementations-supporting-backend-services,scopes.html#capabilities-for-implementations-supporting-backend-services,Implementations [US Core Responders] supporting Backend Services ... SHALL include support for the ... system/scopes.,SHALL,,Server,,,FALSE,,,,,,scopes,capabilities-for-implementations-supporting-backend-services,Scopes: Capabilities For Implementations Supporting Backend Services,SHALL,Server,,,,,,,g10 test,
,122,CONF-0122,https://hl7.org/fhir/us/core/STU8/scopes.html#capabilities-for-implementations-supporting-backend-services,scopes.html#capabilities-for-implementations-supporting-backend-services,"Implementations [US Core Requestors] supporting Backend Services – for example, to meet US EHR certification requirements [of the ONC IT Health Certification program]- SHALL include support for the Client-confidential-asymmetric capability and system/scopes.",SHALL,changed to Client,Client,,,FALSE,,,,,,scopes,capabilities-for-implementations-supporting-backend-services,Scopes: Capabilities For Implementations Supporting Backend Services,SHALL,Client,,,,,,,g10 test,
,123,CONF-0123,https://hl7.org/fhir/us/core/STU8/scopes.html#us-core-Servers-shall-support-token-introspection,scopes.html#us-core-Servers-shall-support-token-introspection,"US Core Server[s] SHALL support token introspection defined by the SMART App Launch Guide. For more details and additional consideration, see SMART App Launch’s [Token Introspection](http://hl7.org/fhir/smart-app-launch/STU2/token-introspection.html#token-introspection).",SHALL,,Server,,,FALSE,,,,,,scopes,us-core-Servers-shall-support-token-introspection,Scopes: US Core Servers Shall Support Token Introspection,SHALL,Server,2.3.3.1,,,,,,g10 test,
,124,CONF-0124,https://hl7.org/fhir/us/core/STU8/scopes.html#smart-scopes,scopes.html#smart-scopes,Implementations meeting US EHR certification [of the ONC IT Health Certification program] requirements must support all US Core’s required scopes.,SHALL,"change ""Implementations meeting US EHR certification requirements must"" to ""Certifying Systems **SHALL**""",Server,,,TRUE,,,,,,scopes,smart-scopes,Scopes: Smart Scopes,,,,,,,,,y,
,125,CONF-0125,https://hl7.org/fhir/us/core/STU8/scopes.html#smart-scopes,scopes.html#smart-scopes,Other systems only need to support scopes for the US Core APIs they support [instead of all US Core's required scopes],MAY,"change ""need"" to ""**MAY**?",Server,,,FALSE,,,,,,scopes,smart-scopes,Scopes: Smart Scopes,,,,,,,,,,
,126,CONF-0126,https://hl7.org/fhir/us/core/STU8/scopes.html#smart-scopes,scopes.html#smart-scopes,Servers MAY support other scopes in addition to those listed below and in the Quick Start sections.,MAY,,Server,,,FALSE,,,,,,scopes,smart-scopes,Scopes: Smart Scopes,MAY,Server,,,,,,,,
,127,CONF-0127,https://hl7.org/fhir/us/core/STU8/scopes.html#smart-scopes,scopes.html#smart-scopes,US Core Clients should follow the [principle of least privilege](https://en.wikipedia.org/wiki/Principle_of_least_privilege) and access only the necessary resources.,SHOULD,should to **SHOULD**,Client,,,FALSE,,,,,,scopes,smart-scopes,Scopes: Smart Scopes,SHOULD,Client,,,,,,,,
,128,CONF-0128,https://hl7.org/fhir/us/core/STU8/scopes.html#us-core-scopes,scopes.html#us-core-scopes,"For “User-Facing Applications”, a system’s support for patient-level (patient) or user-level (user) scopes depends on its published list of SMART on FHIR capabilities (see the [capability sets](https://hl7.org/fhir/us/core/STU8/scopes.html#capability-sets) above). For example, if a Server lists permission-patient and permission-user in its capabilities, it SHALL support both patient-level and user-level required scopes",SHALL,,Server,,,FALSE,,,,,,scopes,us-core-scopes,Scopes: US Core Scopes,SHALL,Server,2.3.3.1.3,,,,,,y,
,129,CONF-0129,https://hl7.org/fhir/us/core/STU8/scopes.html#us-core-scopes,scopes.html#us-core-scopes,"For “User-Facing Applications”, a system’s support for patient-level (patient) or user-level (user) scopes depends on its published list of SMART on FHIR capabilities (see the [capability sets](https://hl7.org/fhir/us/core/STU8/scopes.html#capability-sets) above). For example, if a Server lists permission-patient and permission-user in its capabilities, it ... SHOULD support both patient-level and user-level recommended best-practice scopes",SHOULD,,Server,,,FALSE,,,,,,scopes,us-core-scopes,Scopes: US Core Scopes,SHOULD,Server,,,,,,,,
,130,CONF-0130,https://hl7.org/fhir/us/core/STU8/scopes.html#us-core-scopes,scopes.html#us-core-scopes,"For “Backend-Services”, System-level scopes (system) describe data that a Client system is directly authorized to access. Systems that support system-level (system) scopes SHALL support the required US Core scopes",SHALL,,Server,,,FALSE,,,,,,scopes,us-core-scopes,Scopes: US Core Scopes,SHALL,Client,2.3.4,,,,,,g10 test,
,131,CONF-0131,https://hl7.org/fhir/us/core/STU8/scopes.html#us-core-scopes,scopes.html#us-core-scopes,"For “Backend-Services”, System-level scopes (system) describe data that a Client system is directly authorized to access. Systems that support system-level (system) scopes SHOULD support the recommended US Core scopes",SHOULD,,Server,,,FALSE,,,,,,scopes,us-core-scopes,Scopes: US Core Scopes,SHOULD,Client,,,,,,,,
,132,CONF-0132,"https://hl7.org/fhir/us/core/STU8/scopes.html#scopes-for-requesting-fhir-resources-by-type, https://hl7.org/fhir/us/core/STU8/StructureDefinition-us-core-allergyintolerance.html#us-core-scopes","scopes.html#scopes-for-requesting-fhir-resources-by-type, StructureDefinition-us-core-allergyintolerance.html#us-core-scopes","The following scopes that correspond directly to FHIR resource types **SHALL** be supported
...
[For] AllergyIntolerance [the] <patient|user|system>/AllergyIntolerance.rs [see [SMART Clinical Scope Syntax](https://hl7.org/fhir/smart-app-launch/STU2/scopes-and-launch-context.html#clinical-scope-syntax) for details on clinical data scopes] 
",SHALL,,Server,,,TRUE,If AllergyIntolerance is a supported resource type,,,,,StructureDefinition-us-core-allergyintolerance,us-core-scopes,Structuredefinition US Core Allergyintolerance: US Core Scopes,SHALL,,2.3.4.1,,,,,"Change in v8.0.0: ""The Following Resource Level Scopes SHALL Be Supported"" -> ""The following scopes that correspond directly to FHIR resource types SHALL be supported""",y,
,133,CONF-0133,https://hl7.org/fhir/us/core/STU8/scopes.html#scopes-for-requesting-fhir-resources-by-type,scopes.html#scopes-for-requesting-fhir-resources-by-type,"The following scopes that correspond directly to FHIR resource types **SHALL** be supported
...
[For] CarePlan [the] <patient|user|system>/CarePlan.rs [see [SMART Clinical Scope Syntax](https://hl7.org/fhir/smart-app-launch/STU2/scopes-and-launch-context.html#clinical-scope-syntax) for details on clinical data scopes] 
",SHALL,,Server,,,TRUE,If CarePlan is a supported resource type,,,,,scopes,scopes-for-requesting-fhir-resources-by-type,Scopes: Scopes For Requesting Fhir Resources By Type,SHALL,,,,,,,"Change in v8.0.0: ""The Following Resource Level Scopes SHALL Be Supported"" -> ""The following scopes that correspond directly to FHIR resource types SHALL be supported""",y,
